University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,Study_Efficiency,Academic_Risk_Score,Time_Management_Score,Cluster
2022,1,20,2020,0,2,1,1,4,2,0,1,0,3,2,55,0,0,1,48,1,16,4,1,1,1,3.98,0,3.98,11,25000,1.3333333333333333,4.5,1,0
2022,0,21,2020,0,1,1,0,2,2,0,1,0,1,1,2,0,0,0,48,1,16,4,0,0,1,3.4,0,3.8,11,60000,0.6666666666666666,9.8,1,1
2022,1,22,2019,0,2,1,1,1,1,1,1,1,2,2,36,0,0,1,39,1,16,4,1,1,1,3.81,0,3.81,11,400000,0.5,6.4,-1,0
2022,0,23,2021,0,2,1,1,1,2,0,1,0,3,2,55,0,0,0,48,0,16,0,1,1,2,3.97,0,3.97,11,25000,0.3333333333333333,4.5,-2,0
2022,1,20,2020,0,2,1,1,8,2,0,1,1,8,1,55,0,0,0,39,2,16,4,1,0,1,3.33,0,3.33,12,30000,2.6666666666666665,4.5,0,2
2021,0,21,2020,0,3,1,0,3,1,0,1,0,3,2,36,0,0,1,39,5,16,4,0,1,2,2.68,0,2.89,23,15000,1.5,6.4,0,0
2021,0,20,2019,0,2,0,0,3,2,1,1,0,2,2,61,0,0,1,39,1,16,4,0,0,2,3.84,0,3.84,11,30000,1.0,3.9,1,0
2021,0,20,2016,0,3,1,0,2,1,0,1,0,1,0,40,0,0,1,39,1,14,4,1,1,1,3.54,0,3.69,25,20000,1.0,6.0,1,0
2021,1,21,2020,0,3,0,0,2,2,0,1,1,3,2,53,0,0,1,39,2,16,4,0,0,1,1.78,0,3.15,20,25000,0.6666666666666666,4.7,-1,0
2021,1,19,2020,0,3,1,1,2,1,0,1,1,3,2,55,0,0,0,39,1,14,4,1,1,2,2.32,0,2.8,24,35000,1.0,4.5,-1,0
2022,1,20,2020,0,2,1,0,3,1,0,1,1,3,1,55,0,0,0,39,2,16,4,0,0,1,4.0,0,4.0,11,50000,1.5,4.5,0,0
2022,1,22,2019,0,1,0,0,2,2,1,1,1,2,2,61,0,0,1,54,2,16,4,1,1,2,0.0,0,0.0,0,62488,0.6666666666666666,3.9,0,0
2022,1,20,2020,0,2,0,0,5,2,0,1,1,1,1,55,0,0,1,39,2,16,4,0,0,1,3.8,0,3.8,12,20000,1.6666666666666667,4.5,4,0
2021,1,22,2019,0,5,0,1,0,0,1,1,1,3,1,2,0,0,0,48,6,16,4,0,1,1,2.08,0,2.91,49,30000,0.0,9.8,-3,1
2022,1,20,2020,0,2,0,0,2,3,0,1,0,1,1,61,0,0,1,39,2,16,4,1,0,1,3.05,0,3.05,12,25000,0.5,3.9,1,0
2022,1,21,2020,0,2,1,1,3,2,1,1,1,5,0,55,0,0,1,39,0,16,4,1,1,1,3.45,0,3.45,12,30000,1.0,4.5,-2,0
2022,0,19,2020,0,1,0,1,1,2,0,1,0,3,1,64,0,0,0,27,2,16,4,0,1,1,0.0,0,0.0,0,20000,0.3333333333333333,3.6,-2,0
2022,1,20,2020,0,1,1,1,4,2,0,1,1,3,1,62,1,1,1,39,2,16,4,0,0,1,2.73,0,2.73,12,20000,1.3333333333333333,6.8,1,0
2018,1,22,2018,0,11,0,0,1,1,0,1,1,2,2,45,0,0,1,48,3,16,4,1,0,1,3.2,0,3.29,132,40000,0.5,5.5,-1,0
2019,0,20,2019,0,8,1,0,6,2,0,1,1,2,2,2,0,0,1,48,2,16,4,1,1,1,3.96,0,3.94,85,100000,2.0,9.8,4,1
2020,1,22,2019,0,7,1,1,0,2,0,1,1,6,2,28,0,0,0,33,0,16,4,0,1,1,3.56,0,3.69,87,40000,0.0,7.2,-6,2
2022,1,23,2019,0,1,1,1,2,1,0,1,1,8,1,2,0,0,0,23,1,16,4,0,1,1,0.0,0,0.0,0,40000,1.0,9.8,-6,2
2022,0,19,2020,0,2,1,1,2,1,0,1,1,1,1,2,0,0,0,39,1,16,4,1,1,1,3.89,0,3.89,11,70000,1.0,9.8,1,1
2022,0,20,2020,0,1,1,1,2,1,0,1,0,7,2,2,0,0,1,23,1,16,4,1,1,1,0.0,0,0.0,0,15000,1.0,9.8,-5,2
2021,0,26,2014,0,3,1,0,4,3,0,1,1,3,1,20,0,0,0,39,1,16,2,0,1,1,3.89,0,3.36,23,80000,1.0,8.0,1,1
2022,1,20,2020,0,2,1,1,3,1,0,1,1,2,1,1,0,0,0,39,1,4,4,0,1,1,3.68,0,3.68,14,24000,1.5,9.9,1,1
2022,1,19,2020,0,1,1,1,1,2,1,1,1,3,2,2,0,0,1,39,2,16,4,0,1,1,0.0,0,0.0,0,20000,0.3333333333333333,9.8,-2,1
2022,1,19,2020,0,2,1,1,5,2,0,1,1,2,2,64,1,0,1,39,2,16,4,1,1,1,2.93,0,2.93,11,35000,1.6666666666666667,4.6,3,0
2022,1,20,2020,0,2,1,0,4,3,1,1,1,2,1,2,0,0,0,39,2,16,4,0,1,1,3.81,0,3.81,12,50000,1.0,9.8,2,1
2021,0,19,2020,0,2,0,1,3,2,0,1,0,2,2,64,0,0,0,39,1,16,4,0,1,2,3.37,1,3.37,11,25000,1.0,3.6,1,0
2022,1,19,2020,0,2,1,0,3,1,0,1,1,3,2,2,1,0,1,39,1,23,2,0,1,1,3.25,0,3.25,10,62488,1.5,10.8,0,1
2022,1,20,2020,0,2,1,0,3,2,1,1,1,3,1,50,0,0,0,39,2,0,4,0,1,1,2.89,0,2.89,11,30000,1.0,5.0,0,0
2022,1,22,2019,0,2,0,0,2,1,0,1,1,3,1,61,1,0,0,48,1,16,0,1,0,2,1.45,0,1.45,11,40000,1.0,4.9,-1,0
2022,1,20,2020,0,2,0,1,2,2,0,1,0,4,2,64,0,0,1,26,2,16,4,0,1,1,3.73,0,3.73,11,35000,0.6666666666666666,3.6,-2,0
2022,1,20,2020,0,2,1,0,2,2,0,1,1,1,2,57,0,0,0,48,4,16,4,0,0,1,3.18,0,3.18,11,25000,0.6666666666666666,4.3,1,0
2018,0,22,2017,0,12,0,1,5,2,0,1,1,4,2,65,0,0,0,48,1,16,4,1,1,1,3.5,0,3.7,100,30000,1.6666666666666667,3.5,1,0
2022,1,19,2020,0,2,1,0,1,1,1,1,1,2,1,55,1,0,0,39,1,16,4,0,0,2,2.9,0,2.9,11,60000,0.5,5.5,-1,0
2022,1,18,2020,0,2,1,0,6,3,0,1,1,2,1,61,0,0,1,48,2,16,4,0,1,1,3.48,0,3.48,12,25000,1.5,3.9,4,0
2022,1,20,2020,0,2,1,0,3,2,0,1,1,4,1,61,1,0,0,48,3,21,4,0,1,1,3.6,0,3.6,11,25000,1.0,4.9,-1,0
2021,1,21,2019,0,2,0,0,2,3,1,1,1,2,1,55,0,0,1,48,4,16,4,0,0,1,3.13,0,3.17,11,40000,0.5,4.5,0,0
2021,1,21,2019,0,2,1,0,3,2,1,1,1,2,1,55,1,0,1,39,2,16,4,0,0,1,1.42,0,1.42,5,50000,1.0,5.5,1,0
2022,1,19,2020,0,2,1,1,2,1,0,1,1,1,2,53,0,0,1,48,2,16,4,0,1,1,3.13,0,3.13,11,40000,1.0,4.7,1,0
2022,1,20,2020,0,2,1,0,3,2,1,1,1,2,2,2,0,0,1,39,1,16,4,0,0,1,3.85,0,3.85,12,30000,1.0,9.8,1,1
2022,1,21,2020,0,2,1,1,4,2,1,1,1,1,2,2,0,0,1,39,1,16,4,1,1,2,3.6,0,3.6,11,35000,1.3333333333333333,9.8,3,1
2022,0,18,2020,0,2,1,0,2,2,1,1,1,1,2,2,0,0,1,39,1,16,4,1,1,1,3.54,0,3.54,11,14000,0.6666666666666666,9.8,1,1
2022,1,20,2020,0,2,1,0,1,1,0,1,1,4,1,53,0,0,0,39,3,16,4,0,0,1,3.54,0,3.55,11,62488,0.5,4.7,-3,0
2022,1,19,2020,0,2,0,0,3,2,1,1,1,4,2,61,1,0,0,39,6,16,4,0,0,1,2.1,0,2.1,12,10000,1.0,4.9,-1,0
2022,1,20,2020,0,2,1,0,3,2,0,1,1,5,1,55,0,0,1,39,1,16,4,1,0,1,2.5,0,2.5,12,25000,1.0,4.5,-2,0
2019,1,24,2017,0,11,1,0,7,1,0,1,1,1,2,55,0,0,0,48,5,16,3,1,0,1,3.31,0,3.76,139,30000,3.5,4.5,6,0
2022,1,21,2020,0,2,0,0,1,2,1,1,1,4,0,50,0,0,1,6,0,16,4,0,0,1,3.75,0,3.75,12,50000,0.3333333333333333,5.0,-3,2
2021,1,21,2020,0,2,1,0,6,3,1,1,1,2,2,64,0,0,1,39,3,16,4,0,0,2,3.7,0,3.7,13,25000,1.5,3.6,4,0
2021,1,21,2020,0,2,0,0,3,3,1,1,1,1,2,63,0,0,1,39,3,13,4,0,0,2,3.5,0,3.5,13,33000,0.75,3.7,2,0
2020,0,20,2019,0,2,1,1,3,2,0,1,1,4,1,55,1,0,0,39,2,12,4,0,1,1,3.7,0,3.7,11,60000,1.0,5.5,-1,0
2022,1,20,2020,0,2,1,0,3,1,0,1,1,3,1,36,1,1,1,39,2,16,4,0,0,1,3.24,0,3.24,11,40000,1.5,9.4,0,1
2019,0,22,2018,0,11,0,1,2,1,0,1,1,2,2,65,1,0,0,39,1,16,4,0,1,1,2.3,0,2.8,113,60000,1.0,4.5,0,0
2019,0,22,2018,0,12,0,0,2,1,0,1,0,3,2,36,0,0,0,48,2,13,0,0,1,1,3.87,0,3.6,141,70000,1.0,6.4,-1,0
2020,1,22,2020,0,3,1,1,3,2,0,1,1,4,2,11,0,0,1,39,1,0,4,1,1,1,3.24,1,3.5,27,25000,1.0,8.9,-1,1
2021,1,19,2020,0,2,0,0,3,2,0,1,0,3,1,50,0,0,0,39,2,16,4,0,1,1,3.65,0,3.65,11,62488,1.0,5.0,0,0
2021,1,21,2019,0,3,1,0,4,2,0,1,1,3,2,45,0,0,1,39,2,16,4,1,0,1,3.52,0,3.5,21,25000,1.3333333333333333,5.5,1,0
2022,1,20,2020,0,2,1,0,3,1,0,1,1,2,1,61,0,0,0,39,4,16,4,0,0,1,2.73,0,2.73,11,21000,1.5,3.9,1,0
2021,1,24,2020,0,3,1,0,3,2,0,1,1,1,1,55,0,0,1,39,2,16,4,0,1,1,3.79,0,3.88,23,13000,1.0,4.5,2,0
2019,0,23,2016,0,11,1,0,2,1,0,1,1,2,1,36,0,0,0,30,0,16,0,0,0,1,3.96,0,3.91,116,30000,1.0,6.4,0,0
2022,0,20,2021,0,2,0,1,5,2,1,1,1,2,1,55,1,0,1,48,1,16,4,0,1,1,3.15,0,3.15,11,60000,1.6666666666666667,5.5,3,0
2022,0,21,2020,0,2,0,1,7,2,0,1,0,1,2,2,0,0,0,39,2,16,4,1,1,2,3.4,0,3.4,12,15000,2.3333333333333335,9.8,6,1
2019,0,22,2018,0,11,0,1,2,2,1,1,1,1,2,55,0,0,0,48,2,16,4,0,1,1,3.49,0,3.39,126,20000,0.6666666666666666,4.5,1,0
2022,1,23,2020,0,2,0,1,6,2,1,1,1,1,2,2,0,0,0,39,2,16,4,1,1,1,3.85,0,3.85,12,30000,2.0,9.8,5,1
2020,1,21,2018,0,8,0,1,4,2,0,1,1,1,2,55,1,0,0,48,2,16,4,1,1,1,2.02,0,2.4,71,35000,1.3333333333333333,5.5,3,0
2021,0,26,2014,0,3,1,0,5,3,0,1,1,3,1,20,0,0,0,39,2,16,2,0,1,1,3.89,0,3.38,23,80000,1.25,8.0,2,1
2022,1,22,2020,0,2,1,1,2,1,1,1,1,2,2,55,0,0,1,17,3,16,4,0,1,1,3.93,0,3.93,12,55000,1.0,4.5,0,0
2021,0,20,2020,0,2,0,1,5,2,0,1,1,2,1,65,0,0,0,39,1,13,4,0,1,1,3.9,0,3.9,11,20000,1.6666666666666667,3.5,3,0
2022,1,20,2020,0,2,1,1,3,3,0,1,1,3,2,61,1,0,1,39,1,16,4,0,0,1,3.47,0,3.47,12,30000,0.75,4.9,0,0
2022,0,20,2019,0,2,0,1,2,2,0,1,1,2,2,55,0,0,1,14,1,16,4,1,1,1,3.7,0,3.7,12,30000,0.6666666666666666,4.5,0,0
2022,1,20,2020,0,2,1,1,4,1,0,1,1,2,2,2,0,0,0,39,2,16,4,1,1,2,3.45,0,3.45,11,20000,2.0,9.8,2,1
2022,1,22,2020,0,2,1,1,3,2,0,1,1,2,2,64,1,0,1,39,1,16,4,0,1,1,3.73,0,3.73,11,100000,1.0,4.6,1,0
2021,1,21,2019,0,3,1,1,4,4,1,1,1,2,2,61,0,0,1,48,3,16,4,1,0,2,3.73,1,3.68,26,35000,0.8,3.9,2,0
2022,0,22,2020,0,2,1,1,3,2,1,1,1,1,2,61,0,0,1,39,2,16,4,0,0,1,3.65,0,3.65,11,20000,1.0,3.9,2,0
2022,0,21,2020,0,2,1,1,4,2,0,1,1,3,1,2,0,0,1,39,2,16,4,0,1,1,3.45,0,3.45,11,35000,1.3333333333333333,9.8,1,1
2022,1,21,2020,0,2,1,1,4,2,0,1,1,3,1,2,0,0,1,39,2,16,4,0,0,1,2.58,0,2.58,11,35000,1.3333333333333333,9.8,1,1
2021,0,20,2020,0,3,1,0,4,2,1,1,0,2,0,64,1,0,1,39,5,16,4,0,0,2,1.87,0,3.5,32,20000,1.3333333333333333,4.6,2,0
2020,1,21,2019,0,7,0,0,1,1,0,1,1,2,2,58,0,0,0,48,1,16,4,0,1,1,2.68,0,3.15,77,40000,0.5,4.2,-1,0
2020,0,20,2019,0,7,1,1,4,2,1,1,1,1,2,64,0,0,1,39,3,16,4,1,1,1,3.96,0,3.99,76,25000,1.3333333333333333,3.6,3,0
2019,1,22,2019,0,8,1,1,4,2,1,1,1,1,2,55,0,0,0,48,2,16,4,0,1,2,3.68,0,3.73,84,62488,1.3333333333333333,4.5,3,0
2019,1,20,2019,0,9,1,0,5,2,0,1,1,10,1,20,1,0,0,39,2,16,2,1,0,1,3.35,0,2.3,90,50000,1.6666666666666667,9.0,-5,2
2019,1,22,2017,0,9,0,1,4,2,0,1,1,4,2,55,0,0,1,48,6,16,4,1,1,1,2.04,0,2.86,93,50000,1.3333333333333333,4.5,0,0
2020,1,21,2019,0,8,1,1,0,1,0,1,1,2,0,61,0,0,0,48,1,16,4,0,1,1,3.74,0,3.67,90,30000,0.0,3.9,-2,0
2020,0,21,2019,0,8,0,0,4,2,0,1,1,2,2,61,0,0,0,39,1,16,4,0,0,1,3.75,0,3.75,110,250000,1.3333333333333333,3.9,2,0
2020,0,22,2018,0,8,0,0,2,3,0,1,1,1,2,55,0,0,1,39,2,8,4,0,0,1,3.3,0,3.26,86,50000,0.5,4.5,1,0
2019,1,23,2019,0,8,1,0,5,3,0,1,1,4,2,64,0,0,1,39,3,14,4,1,0,2,3.72,0,3.45,90,25000,1.25,3.6,1,0
2019,1,24,2018,0,8,0,0,4,2,0,1,1,3,2,53,0,0,1,39,2,13,4,1,0,1,3.21,0,3.42,85,40000,1.3333333333333333,4.7,1,0
2020,0,21,2018,0,7,1,1,1,1,0,1,1,3,2,63,0,0,0,32,0,0,2,1,1,1,3.64,0,3.65,76,60000,0.5,3.7,-2,0
2020,0,22,2018,0,8,1,1,3,1,0,1,1,5,0,55,0,0,0,11,2,14,3,0,1,2,2.86,0,3.42,87,50000,1.5,4.5,-2,2
2019,1,22,2018,0,8,1,1,4,2,0,1,1,1,2,55,0,0,1,39,2,16,4,0,1,1,3.78,0,3.88,93,30000,1.3333333333333333,4.5,3,0
2016,1,24,2014,0,13,0,1,5,2,0,1,1,5,1,65,1,0,0,43,2,16,4,1,0,1,2.66,0,2.76,115,50000,1.6666666666666667,4.5,0,2
2020,0,21,2019,0,8,0,1,2,2,0,1,1,3,0,55,0,0,0,39,1,16,2,1,1,1,3.04,0,2.87,85,100000,0.6666666666666666,4.5,-1,0
2020,1,20,2019,0,8,0,0,1,1,0,1,1,4,2,45,0,0,0,39,1,16,4,0,1,1,1.76,0,2.55,64,35000,0.5,5.5,-3,2
2020,1,22,2019,0,8,1,1,3,3,1,1,1,2,0,64,0,0,1,48,2,16,4,0,1,1,3.15,0,3.71,84,5000,0.75,3.6,1,0
2020,1,22,2019,0,8,1,1,2,2,0,1,1,1,2,2,0,0,1,39,4,16,4,0,0,1,4.0,0,3.62,86,50000,0.6666666666666666,9.8,1,1
2022,0,20,2020,0,2,0,1,3,1,0,1,1,2,2,2,0,0,0,39,3,16,4,0,1,1,3.58,0,3.58,14,45000,1.5,9.8,1,1
2022,1,21,2019,0,1,0,1,6,2,0,1,1,2,2,53,0,0,0,39,2,16,4,1,1,2,3.4,0,3.4,11,30000,2.0,4.7,4,0
2020,1,22,2019,0,8,0,1,2,1,1,1,1,16,0,43,1,0,0,39,2,16,4,0,1,2,2.44,0,2.77,76,30000,1.0,6.7,-14,2
2020,1,22,2019,0,7,1,1,6,3,1,1,1,1,0,63,0,0,0,48,1,16,4,1,1,1,3.94,0,3.91,75,40000,1.5,3.7,5,0
2018,1,24,2016,0,10,1,0,3,1,0,1,1,1,2,45,0,0,1,45,0,18,4,1,0,2,3.0,0,2.85,90,50000,1.5,5.5,2,0
2020,0,21,2019,0,8,1,1,1,1,0,1,1,3,2,50,0,0,0,39,1,16,0,0,1,2,3.32,0,3.27,88,50000,0.5,5.0,-2,0
2022,1,22,2020,0,2,1,1,2,1,0,1,1,5,1,55,0,0,1,39,2,16,4,0,1,1,2.8,0,2.8,11,30000,1.0,4.5,-3,0
2020,0,22,2018,0,6,0,0,3,2,0,1,1,3,2,65,0,0,1,48,2,0,4,1,0,1,3.39,0,3.33,70,40000,1.0,3.5,0,0
2022,1,20,2020,0,2,0,0,1,1,1,1,0,2,2,61,0,0,1,39,1,16,4,1,0,1,4.0,0,4.0,12,40000,0.5,3.9,-1,0
2017,0,26,2013,0,11,1,1,1,1,1,1,1,1,2,2,0,0,1,23,2,12,2,0,1,1,3.2,0,3.44,117,40000,0.5,9.8,0,1
2020,0,21,2019,0,7,1,0,2,2,0,1,1,2,2,53,0,0,1,39,1,8,4,1,0,1,3.31,0,2.9,70,20000,0.6666666666666666,4.7,0,0
2018,1,23,2017,0,14,0,1,5,2,1,0,1,4,2,50,1,0,1,48,1,16,4,1,1,1,2.96,0,3.06,136,20000,1.6666666666666667,6.0,1,0
2022,1,20,2020,0,2,1,1,3,2,0,1,1,4,1,2,0,0,0,39,2,16,4,0,1,1,3.68,0,3.68,11,35000,1.0,9.8,-1,1
2022,0,20,2018,0,2,0,1,4,2,1,1,1,6,1,2,0,0,1,39,2,16,4,1,1,1,3.78,0,3.78,11,4000,1.3333333333333333,9.8,-2,2
2020,1,21,2019,0,7,1,0,4,3,0,1,1,1,2,61,0,0,0,39,3,16,4,1,0,2,3.87,0,3.68,86,15000,1.0,3.9,3,0
2021,1,21,2019,0,4,1,1,10,2,0,1,1,2,1,61,1,1,0,39,2,14,4,0,1,1,2.68,0,2.47,25,40000,3.3333333333333335,6.9,8,0
2022,1,21,2020,0,2,1,1,3,2,0,1,1,2,2,55,0,0,1,39,1,16,4,0,1,1,3.9,0,3.9,11,20000,1.0,4.5,1,0
2018,1,24,2017,0,13,0,0,2,1,1,1,1,2,0,55,0,0,0,48,4,12,0,0,1,1,2.65,0,2.97,130,62488,1.0,4.5,0,0
2020,1,22,2019,0,8,0,0,2,1,0,1,1,3,2,52,0,0,0,39,1,6,4,0,0,1,3.29,0,3.65,100,100000,1.0,4.8,-1,0
2020,0,20,2019,0,8,0,1,3,2,1,1,1,2,2,63,0,0,1,48,2,13,4,1,1,1,3.14,0,3.62,95,48400,1.0,3.7,1,0
2017,1,24,2016,0,17,0,0,4,2,0,1,1,8,2,45,1,1,1,48,10,16,4,0,1,2,3.15,0,3.39,140,30000,1.3333333333333333,8.5,-4,2
2020,0,21,2019,0,8,1,1,2,2,1,1,1,2,2,2,0,0,1,48,3,16,4,0,1,1,3.46,0,3.55,88,80000,0.6666666666666666,9.8,0,1
2020,0,22,2019,0,8,0,0,1,1,1,1,1,3,2,65,0,0,1,43,0,16,4,0,1,1,3.32,0,3.17,85,40000,0.5,3.5,-2,0
2020,0,21,2019,0,7,1,1,3,1,0,1,1,4,2,61,0,0,0,39,2,16,4,0,1,1,3.21,0,3.36,76,25000,1.5,3.9,-1,0
2022,1,19,2020,0,2,1,0,5,2,0,1,1,2,1,2,0,0,1,39,4,0,4,0,0,1,3.93,0,3.93,11,15000,1.6666666666666667,9.8,3,1
2019,1,24,2017,0,11,0,0,6,2,0,1,1,1,2,55,0,0,0,48,3,16,4,0,1,1,3.94,0,3.76,130,40000,2.0,4.5,5,0
2021,0,22,2021,0,3,0,0,4,2,1,1,1,3,2,61,1,0,1,39,2,16,4,1,0,1,2.87,0,2.31,24,200000,1.3333333333333333,4.9,1,0
2021,1,21,2020,0,5,0,0,3,3,0,1,1,2,1,2,0,0,1,39,2,16,4,0,0,1,3.31,0,3.27,49,30000,0.75,9.8,1,1
2022,0,19,2020,0,2,1,1,5,2,1,1,1,1,2,65,0,0,1,39,1,16,4,1,1,1,4.0,1,4.0,11,35000,1.6666666666666667,3.5,4,0
2022,1,20,2020,0,2,1,0,0,0,0,1,1,4,1,2,0,0,0,39,1,16,4,0,0,1,4.0,0,4.0,12,20000,0.0,9.8,-4,1
2021,1,20,2020,0,3,1,0,1,1,1,1,1,2,2,40,1,0,1,39,1,13,4,0,0,2,2.08,0,2.68,20,50000,0.5,7.0,-1,0
2021,0,22,2020,0,3,0,1,6,2,0,1,1,3,1,45,1,0,1,39,2,16,4,0,1,1,2.62,0,2.64,18,5000,2.0,6.5,3,0
2022,1,19,2020,0,1,1,1,2,1,0,1,1,8,1,2,0,0,1,48,2,16,4,1,0,1,3.89,0,3.89,12,35000,1.0,9.8,-6,2
2018,0,23,2016,0,14,0,1,2,1,0,1,1,8,0,36,1,0,1,23,1,13,3,0,1,1,2.75,0,2.88,111,70000,1.0,7.4,-6,2
2020,1,22,2018,0,8,0,0,5,2,1,0,1,2,2,64,0,0,0,48,3,16,4,0,1,1,4.0,0,3.97,87,30000,1.6666666666666667,3.6,3,0
2020,1,22,2018,0,8,1,0,3,2,1,1,1,2,2,61,0,0,0,48,2,16,4,0,0,1,3.57,0,3.57,90,40000,1.0,3.9,1,0
2020,0,22,2018,0,8,1,0,2,1,0,1,1,2,2,64,0,0,1,43,0,16,4,0,0,2,3.19,0,3.41,90,62488,1.0,3.6,0,0
2019,1,23,2018,0,11,1,0,8,2,0,1,1,2,2,65,0,0,0,48,3,16,4,0,0,1,3.6,0,3.9,130,24000,2.6666666666666665,3.5,6,0
2020,0,20,2019,0,7,0,1,6,2,0,1,1,6,2,50,1,0,1,43,3,16,4,0,1,1,2.88,0,2.88,68,100000,2.0,6.0,0,2
2022,1,20,2020,0,2,1,0,3,2,0,1,0,6,1,55,1,0,1,39,2,16,4,0,0,1,2.74,0,2.74,23,20000,1.0,5.5,-3,0
2021,0,20,2019,0,3,0,1,5,3,0,1,0,3,1,20,1,0,0,39,3,12,4,0,1,1,1.41,0,2.55,25,10000,1.25,9.0,2,1
2019,0,22,2017,0,11,0,0,5,2,0,1,1,3,2,2,0,0,1,48,2,13,4,0,0,1,3.42,0,3.32,122,40000,1.6666666666666667,9.8,2,1
2019,0,22,2017,0,11,0,0,5,2,0,1,1,3,2,65,0,0,1,48,2,13,4,0,0,1,3.1,0,3.08,118,40000,1.6666666666666667,3.5,2,0
2020,1,21,2019,0,8,1,0,2,1,1,1,1,1,0,55,0,0,0,39,2,13,4,0,0,1,3.96,0,3.86,87,120000,1.0,4.5,1,0
2022,1,20,2020,0,2,1,0,3,2,1,1,1,2,2,36,0,0,1,39,1,8,4,0,0,1,3.29,0,3.29,11,40000,1.0,6.4,1,0
2022,0,22,2017,0,1,1,1,3,3,0,1,1,3,1,2,0,0,0,39,2,16,4,0,1,1,3.75,0,3.75,12,50000,0.75,9.8,0,1
2020,0,21,2019,0,8,1,0,5,2,0,1,1,2,2,2,0,0,1,39,2,16,4,0,0,1,3.66,0,3.8,87,50000,1.6666666666666667,9.8,3,1
2022,0,20,2019,0,1,1,1,2,3,0,1,1,1,1,63,0,0,1,39,2,14,4,1,1,1,0.0,0,0.0,0,45000,0.5,3.7,1,0
2019,1,21,2019,0,8,1,0,4,2,0,1,1,1,2,55,0,0,1,6,2,14,4,0,0,1,3.88,0,3.71,92,30000,1.3333333333333333,4.5,3,0
2020,1,22,2018,0,8,1,1,2,1,1,1,1,1,2,55,0,0,0,39,2,16,4,1,0,1,4.0,0,3.89,75,30000,1.0,4.5,1,0
2019,1,21,2018,0,8,1,1,2,2,0,0,1,3,2,55,0,0,1,48,2,16,4,1,0,1,3.64,0,3.42,100,18000,0.6666666666666666,4.5,-1,0
2018,1,25,2016,0,13,1,1,2,2,1,1,1,3,2,55,1,1,1,39,2,16,4,0,1,1,2.4,0,2.41,86,50000,0.6666666666666666,7.5,-1,0
2021,0,20,2020,0,2,0,0,2,1,0,1,0,3,1,55,0,0,0,39,2,16,4,1,0,2,2.67,0,2.67,12,25000,1.0,4.5,-1,0
2021,0,22,2018,0,2,1,0,4,2,0,1,1,3,1,45,1,0,1,39,3,16,2,0,1,2,2.86,0,2.86,15,50000,1.3333333333333333,6.5,1,0
2021,1,20,2020,0,3,1,0,1,1,1,1,1,2,2,45,0,0,0,39,1,16,4,1,0,2,2.63,0,3.07,27,25000,0.5,5.5,-1,0
2020,0,21,2018,0,8,0,1,3,2,1,1,1,1,2,62,0,0,1,48,2,13,4,0,1,2,3.48,0,3.74,87,20000,1.0,3.8,2,0
2022,1,19,2020,0,2,1,1,1,1,0,1,1,4,2,65,0,0,0,39,1,16,4,0,1,1,3.75,0,3.75,12,30000,0.5,3.5,-3,0
2019,1,21,2019,0,8,1,1,2,1,0,1,1,1,2,61,0,0,1,39,2,16,4,1,1,1,3.94,0,3.88,90,30000,1.0,3.9,1,0
2022,0,21,2019,0,1,1,1,2,1,0,1,0,5,2,2,0,0,1,23,1,16,4,0,1,1,0.0,0,0.0,0,40000,1.0,9.8,-3,2
2022,0,20,2020,0,1,1,0,2,1,0,1,1,2,1,65,0,0,1,39,2,16,4,0,1,1,4.0,0,4.0,13,62488,1.0,3.5,0,0
2020,0,21,2018,0,8,1,0,2,2,0,1,1,2,2,45,0,0,1,48,1,16,0,0,1,2,3.5,0,3.63,87,90000,0.6666666666666666,5.5,0,0
2022,1,19,2020,0,2,1,0,3,1,1,1,1,2,1,50,0,0,0,6,1,16,4,0,1,1,1.91,0,1.75,6,300000,1.5,5.0,1,0
2022,1,20,2021,0,2,1,1,2,2,0,1,1,1,1,55,0,0,0,51,1,16,4,0,1,1,3.85,0,3.85,11,30000,0.6666666666666666,4.5,1,0
2020,1,22,2019,0,8,0,1,1,1,0,1,1,2,1,61,0,0,1,47,2,13,4,1,0,1,1.97,0,2.77,85,40000,0.5,3.9,-1,0
2022,1,20,2020,0,2,1,1,2,1,0,1,1,2,2,64,0,0,1,39,3,16,4,0,1,1,3.51,0,3.51,11,40000,1.0,3.6,0,0
2022,1,21,2019,0,2,0,0,3,2,0,1,1,2,1,61,0,0,1,39,2,0,4,0,0,1,3.85,0,3.85,11,20000,1.0,3.9,1,0
2022,0,20,2020,0,2,1,1,3,3,0,1,1,5,1,55,0,0,1,39,2,16,4,0,1,1,4.0,0,4.0,11,50000,0.75,4.5,-2,0
